;genre;filename;year;number;score;sentence1;sentence2;liu_path;liu_res;liu_lin;liu_jcn;agirre_words;agirre_synsets
471;main-captions;images;2015;1102;4.4;['a', 'yellow', 'car', 'speeds', 'along', 'a', 'snowy', 'field'];['a', 'yellow', 'car', 'drives', 'quickly', 'in', 'the', 'snow'];0.607030712;0.574066891;0.666666667;;0.5;0.5
472;main-captions;images;2015;1112;2.4;['two', 'dogs', 'playing', 'in', 'snow'];['two', 'dogs', 'playing', 'in', 'grass'];0.913043478;;;;0.8;0.8
473;main-captions;images;2015;1113;4.8;['one', 'boy', 'is', 'pushing', 'another', 'boy', 'on', 'a', 'swing'];['a', 'boy', 'is', 'pushing', 'another', 'boy', 'on', 'the', 'swings'];0.955166884;1;1;;0.777777778;1.111111111
474;main-captions;images;2015;1114;3.4;['a', 'pitcher', 'on', 'a', 'mound', 'throws', 'a', 'baseball'];['a', 'boy', 'in', 'the', 'middle', 'of', 'a', 'pitch', 'at', 'a', 'baseball', 'game'];0.641789052;0.805070734;0.848727846;;0.4;1
475;main-captions;images;2015;1143;2.8;['a', 'little', 'girl', 'is', 'riding', 'a', 'toy', 'tricycle', 'on', 'springs'];['a', 'little', 'girl', 'is', 'playing', 'on', 'a', 'toy', 'outdoors'];0.870658478;0.777917114;0.907795431;;0.736842105;1.052631579
476;main-captions;images;2015;1151;0.8;['a', 'woman', 'is', 'sitting', 'in', 'the', 'water'];['the', 'woman', 'is', 'skating', 'in', 'the', 'park'];0.78862344;0.913673155;0.869221985;;0.571428571;0.428571429
477;main-captions;images;2015;1153;2.2;['a', 'tan', 'girl', 'in', 'a', 'floral', 'bikini', 'is', 'swimming', 'in', 'dark', 'blue', 'waters'];['a', 'little', 'girl', 'in', 'a', 'flowered', 'bathingsuit', 'runs', 'through', 'the', 'sand', 'at', 'the', 'beach'];0.695373946;0.667159655;0.746608535;;0.37037037;0.592592593
478;main-captions;images;2015;1180;3.8;['a', 'grey', 'dog', 'swimming', 'through', 'a', 'river', 'with', 'a', 'stick', 'in', 'his', 'mouth'];['dog', 'swimming', 'through', 'water', 'carrying', 'stick', 'in', 'its', 'mouth'];0.81694158;0.044828243;0.122011176;0;0.545454545;0.545454545
479;main-captions;images;2015;1183;0.4;['a', 'woman', 'in', 'a', 'blue', 'bathing', 'suit', 'is', 'jumping', 'off', 'a', 'dock', 'into', 'a', 'lake'];['a', 'boy', 'in', 'a', 'blue', 'shirt', 'and', 'blue', 'jeans', 'runs', 'across', 'a', 'playground'];0.644090081;0.490686585;0.619647023;;0.428571429;1.071428571
480;main-captions;images;2015;1198;4.6;['two', 'black', 'dogs', 'are', 'playing', 'on', 'the', 'grass'];['two', 'black', 'dogs', 'are', 'playing', 'in', 'a', 'grassy', 'plain'];0.737673768;;;;0.588235294;0.588235294
481;main-captions;images;2015;1244;3;['two', 'puppies', 'playing', 'with', 'a', 'plastic', 'bag'];['two', 'dogs', 'playing', 'in', 'a', 'yard'];0.783460747;0.538492683;0.76777904;;0.461538462;0.461538462
482;main-captions;images;2015;1252;4.6;['a', 'man', 'in', 'a', 'black', 'suit', 'is', 'surfing', 'along', 'a', 'crashing', 'wave'];['a', 'surfer', 'wearing', 'a', 'black', 'wet', 'suit', 'is', 'riding', 'a', 'a', 'white', 'wave', 'in', 'the', 'ocean'];0.770753547;0.449130131;0.680224588;;0.571428571;1.214285714
483;main-captions;images;2015;1262;0.8;['three', 'little', 'girls', 'are', 'sitting', 'on', 'the', 'grass'];['two', 'poodles', 'are', 'running', 'through', 'the', 'snow'];0.536876927;0.422528732;0.426887003;0;0.266666667;0.133333333
484;main-captions;images;2015;1265;4;['a', 'brown', 'dog', 'runs', 'towards', 'the', 'camera', 'on', 'a', 'dirt', 'trail', 'with', 'mountains', 'in', 'the', 'background'];['a', 'brown', 'dog', 'runs', 'toward', 'the', 'camera', 'down', 'a', 'rocky', 'trail', 'through', 'the', 'brush', 'with', 'mountains', 'in', 'the', 'background'];0.813253907;1;1;;0.742857143;0.8
485;main-captions;images;2015;1268;1.2;['dog', 'is', 'jumping', 'down', 'a', 'ramp'];['a', 'girls', 'is', 'jumping', 'in', 'the', 'sand'];0.719719073;0.714670475;0.860714294;;0.461538462;0.461538462
486;main-captions;images;2015;1270;3.2;['the', 'dog', 'plays', 'in', 'the', 'park'];['the', 'dog', 'leaps', 'over', 'the', 'fence', 'in', 'the', 'park'];0.801862294;;;;0.666666667;0.4
487;main-captions;images;2015;1280;3.6;['four', 'dogs', 'stand', 'in', 'the', 'snow'];['four', 'dogs', 'playing', 'in', 'the', 'snow'];0.913043478;;;;0.833333333;0.666666667
488;main-captions;images;2015;1283;3.4;['brown', 'and', 'black', 'dogs', 'on', 'snow', 'showing', 'teeth', 'and', 'barking', 'at', 'each', 'other'];['a', 'black', 'dog', 'fighting', 'with', 'a', 'brown', 'dog', 'in', 'the', 'snow'];0.670044256;0.384277364;0.558341953;0;0.25;0.416666667
489;main-captions;images;2015;1288;5;['a', 'man', 'running', 'on', 'a', 'track'];['a', 'man', 'running', 'track'];0.894427191;1;1;;1;1.4
490;main-captions;images;2015;1321;4;['a', 'light-colored', 'dog', 'runs', 'through', 'the', 'grass'];['a', 'dog', 'runs', 'through', 'the', 'grass'];0.912870929;0.343949046;0.707106781;;0.923076923;0.769230769
491;main-captions;images;2015;1347;4;['child', 'holding', 'an', 'object', 'that', 'is', 'on', 'fire'];['a', 'child', 'in', 'pink', 'holds', 'an', 'object', 'that', 'appears', 'to', 'be', 'on', 'fire'];0.90708139;0.846539011;0.94902804;;0.571428571;0.666666667
492;main-captions;images;2015;1408;2.8;['a', 'small', 'white', 'dog', 'climbs', 'over', 'a', 'log'];['a', 'small', 'dog', 'steps', 'onto', 'a', 'log'];0.808528736;1;1;;0.666666667;0.933333333
493;main-captions;images;2015;1415;3.8;['the', 'dogs', 'play', 'in', 'the', 'snow', 'on', 'hind', 'legs'];['two', 'dogs', 'play', 'in', 'the', 'snow'];0.763204307;;;;0.8;0.533333333
494;main-captions;images;2015;1429;2.6;['a', 'boy', 'skateboards', 'down', 'the', 'railing', 'of', 'some', 'graffiti', 'stairs'];['a', 'skateboarder', 'slides', 'down', 'a', 'handrail', 'on', 'his', 'feet'];0.552987113;0.658776261;0.718648636;;0.210526316;0.315789474
495;main-captions;images;2015;1433;2;['a', 'black', 'and', 'white', 'dog', 'runs', 'through', 'the', 'water'];['black', 'and', 'brown', 'dog', 'runs', 'through', 'field'];0.797288468;;;;0.625;0.5
496;main-captions;images;2015;1458;0.8;['a', 'girl', 'is', 'running', 'on', 'a', 'desert', 'path'];['a', 'young', 'girl', 'is', 'talking', 'on', 'a', 'cell', 'phone'];0.725983259;0.757356171;0.879493011;;0.588235294;0.823529412
497;main-captions;images;2015;1467;5;['a', 'man', 'steers', 'a', 'blue', 'boat', 'past', 'brightly', 'colored', 'houses'];['a', 'man', 'driving', 'a', 'blue', 'boat', 'passes', 'by', 'some', 'colorful', 'houses'];0.852329696;0.169659839;0.40824829;;0.571428571;0.952380952
498;main-captions;images;2015;1494;1;['a', 'woman', 'wearing', 'large', 'sunglasses', 'holds', 'newspapers', 'in', 'both', 'hands'];['a', 'fat', 'woman', 'wearing', 'faint', 'blue', 'top', 'is', 'blowing', 'soap', 'bubble'];0.60531264;0.663920959;0.727778331;;0.285714286;0.285714286
499;main-captions;images;2015;1497;5;['a', 'deer', 'jumps', 'a', 'fence'];['a', 'deer', 'is', 'jumping', 'over', 'a', 'fence'];0.90611136;0.903282892;0.816496581;;0.666666667;1.166666667
500;main-captions;track5.en-en;2017;0;2.4;['a', 'person', 'is', 'on', 'a', 'baseball', 'team'];['a', 'person', 'is', 'playing', 'basketball', 'on', 'a', 'team'];0.902006691;0.980727415;0.989399244;;0.8;1.066666667
501;main-captions;track5.en-en;2017;3;2;['a', 'bike', 'is', 'next', 'to', 'a', 'couple', 'women'];['a', 'child', 'next', 'to', 'a', 'bike'];0.798014926;0.560258873;0.669623115;;0.714285714;0.857142857
502;main-captions;track5.en-en;2017;4;2.2;['the', 'group', 'is', 'eating', 'while', 'taking', 'in', 'a', 'breathtaking', 'view'];['a', 'group', 'of', 'people', 'take', 'a', 'look', 'at', 'an', 'unusual', 'tree'];0.701284686;0.68913364;0.755437863;;0.19047619;0.380952381
503;main-captions;track5.en-en;2017;5;3.4;['the', 'boy', 'is', 'raising', 'his', 'hand'];['the', 'man', 'is', 'raising', 'his', 'hand'];0.941176471;0.537362263;0.707106781;;0.833333333;0.5
504;main-captions;track5.en-en;2017;6;0.8;['a', 'man', 'with', 'a', 'gray', 'beard', 'is', 'being', 'shaved', 'in', 'front', 'of', 'a', 'lecture', 'hall'];['a', 'man', 'with', 'a', 'beard', 'is', 'sitting', 'in', 'the', 'grass'];0.837224672;0.515257228;0.850716531;;0.64;0.88
505;main-captions;track5.en-en;2017;12;4.6;['a', 'young', 'person', 'deep', 'in', 'thought'];['a', 'young', 'man', 'deep', 'in', 'thought'];0.96;0.615071838;0.836768857;;0.833333333;0.833333333
506;main-captions;track5.en-en;2017;14;2.8;['a', 'man', 'is', 'performing', 'labor'];['a', 'man', 'is', 'performing', 'today'];0.883652243;1;1;;0.8;0.8
507;main-captions;track5.en-en;2017;15;2;['two', 'men', 'wearing', 'traditional', 'clothing', 'is', 'standing', 'outside'];['three', 'women', 'wearing', 'black', 'vests', 'and', 'gray', 'shirts', 'are', 'talking', 'outside', 'of', 'a', 'building'];0.754640403;0.723718393;0.655407452;0;0.181818182;0.272727273
508;main-captions;track5.en-en;2017;18;2.6;['a', 'man', 'wearing', 'a', 'gray', 'hat', 'fishing', 'out', 'of', 'a', 'fishing', 'boat'];['a', 'man', 'wearing', 'a', 'straw', 'hat', 'and', 'fishing', 'vest', 'in', 'a', 'stream'];0.770041558;1;1;;0.666666667;1.166666667
509;main-captions;track5.en-en;2017;19;0.2;['a', 'little', 'girl', 'in', 'an', 'orange', 'striped', 'outfit', 'is', 'airborne', 'whilst', 'bouncing', 'on', 'a', 'bed'];['a', 'dog', 'in', 'a', 'red', 'shirt', 'is', 'chasing', 'a', 'squirrel', 'through', 'the', 'glass'];0.545738679;0.674185026;0.836091478;;0.285714286;0.571428571
510;main-captions;track5.en-en;2017;20;1.4;['a', 'person', 'is', 'watching', 'people', 'ski', 'down', 'the', 'hill'];['the', 'woman', 'is', 'jumping', 'a', 'long', 'distance', 'while', 'people', 'watch'];0.757241933;0.776285567;0.903734306;;0.421052632;0.421052632
511;main-captions;track5.en-en;2017;21;1.6;['the', 'yard', 'has', 'a', 'dog'];['the', 'dog', 'is', 'running', 'after', 'another', 'dog'];0.4714964;0;0;0;0.333333333;0.333333333
512;main-captions;track5.en-en;2017;23;3.2;['three', 'women', 'cook'];['two', 'women', 'cooking'];0.891891892;1;1;;0.333333333;0.666666667
513;main-captions;track5.en-en;2017;24;0.2;['the', 'woman', 'is', 'kneeling', 'next', 'to', 'a', 'cat'];['a', 'girl', 'is', 'standing', 'next', 'to', 'a', 'man'];0.873228053;0.975141829;0.99310638;;0.5;0.5
514;main-captions;track5.en-en;2017;26;2.4;['three', 'guys', 'playing', 'a', 'pro', 'game', 'of', 'basketball'];['two', 'guys', 'playing', 'a', 'game', 'of', 'baseball'];0.815566373;0.972769227;0.981266269;;0.666666667;0.533333333
515;main-captions;track5.en-en;2017;28;0.2;['the', 'boys', 'are', 'earning', 'their', 'next', 'belt', 'in', 'karate'];['five', 'girls', 'and', 'one', 'boy', 'are', 'in', 'their', 'swimsuits', 'all', 'in', 'the', 'middle', 'of', 'jumping', 'into', 'the', 'pool'];0.594027119;0.601186139;0.691788412;;0.296296296;0.296296296
516;main-captions;track5.en-en;2017;29;1.4;['a', 'woman', 'is', 'digging', 'in', 'the', 'sand'];['a', 'man', 'is', 'buried', 'in', 'the', 'sand'];0.857142857;0.790247833;0.869221985;;0.714285714;0.571428571
517;main-captions;track5.en-en;2017;30;1.8;['a', 'woman', 'drives', 'a', 'golf', 'cart'];['a', 'man', 'riding', 'a', 'cart'];0.867403264;0.69183715;0.798009451;;0.545454545;1.090909091
518;main-captions;track5.en-en;2017;33;1.6;['a', 'person', 'filming', 'the', 'outdoors'];['there', 'is', 'a', 'couple', 'outdoors'];0.661529635;0.413698339;0.597970033;;0.4;0.4
519;main-captions;track5.en-en;2017;34;3.8;['a', 'human', 'riding', 'a', 'skateboard'];['a', 'child', 'is', 'riding', 'a', 'skateboard'];0.777962205;0.529480639;0.645768174;;0.727272727;1.090909091
520;main-captions;track5.en-en;2017;35;1;['a', 'woman', 'in', 'a', 'plaid', 'outfit', 'is', 'looking', 'through', 'a', 'bag', 'of', 'produce'];['this', 'is', 'the', 'picture', 'of', 'a', 'woman', 'in', 'a', 'flowered', 'dress', 'toting', 'something', 'in', 'a', 'bucket'];0.713849883;0.481404403;0.791243237;;0.482758621;0.896551724
521;main-captions;track5.en-en;2017;37;1.2;['the', 'tennis', 'player', 'hit', 'the', 'ball', 'into', 'outer', 'space', 'and', 'broke', 'the', 'death', 'star'];['a', 'female', 'tennis', 'player', 'is', 'leaping', 'into', 'the', 'air', 'to', 'hit', 'the', 'ball'];0.723930784;0.86582192;0.739948227;;0.592592593;0.296296296
522;main-captions;track5.en-en;2017;38;4;['a', 'boy', 'climbs', 'a', 'forest', 'hill'];['a', 'boy', 'is', 'climbing', 'a', 'hill'];0.896040456;0.875097357;0.816496581;;0.666666667;1.166666667
523;main-captions;track5.en-en;2017;40;2;['blond', 'boy', 'jumping', 'onto', 'deck'];['a', 'boy', 'jumping', 'down', 'a', 'wet', 'inflatable', 'slide'];0.634212584;0.908494649;0.78332903;;0.307692308;0.307692308
524;main-captions;track5.en-en;2017;41;2.6;['a', 'man', 'uses', 'a', 'chainsaw', 'to', 'sculpt', 'a', 'phallic', 'ice', 'sculpture'];['a', 'man', 'is', 'using', 'a', 'chainsaw', 'to', 'carve', 'a', 'wooden', 'sculpture'];0.832863523;0.964322308;0.893697394;;0.636363636;1.272727273
525;main-captions;track5.en-en;2017;42;3.8;['a', 'group', 'of', 'male', 'construction', 'workers', 'repair', 'railroad', 'tracks', 'on', 'a', 'cloudy', 'day'];['a', 'crew', 'of', 'workers', 'working', 'on', 'a', 'railroad', 'track'];0.786770996;0.801346168;0.898997003;;0.545454545;0.727272727
526;main-captions;track5.en-en;2017;46;2.6;['the', 'girl', 'has', 'something', 'on', 'her', 'head'];['the', 'woman', 'has', 'something', 'with', 'her'];0.736587098;0.96526206;0.985024189;0;0.615384615;0.153846154
527;main-captions;track5.en-en;2017;48;0.2;['people', 'making', 'a', 'structure', 'out', 'of', 'cards'];['two', 'people', 'are', 'together', 'and', 'one', 'is', 'using', 'a', 'piece', 'of', 'clothing', 'in', 'a', 'different', 'way', 'than', 'intended'];0.672782542;0.668202164;0.707106781;;0.24;0.24
528;main-captions;track5.en-en;2017;50;3;['there', 'are', 'four', 'people', 'outside'];['five', 'people', 'are', 'outside'];0.84801388;;;;0.666666667;0.666666667
529;main-captions;track5.en-en;2017;52;1.8;['girls', 'are', 'holding', 'hands', 'in', 'blue', 'clothes'];['the', 'young', 'people', 'are', 'wearing', 'jeans', 'with', 'their', 'red', 'and', 'green', 'shirts'];0.645577382;0.308063854;0.307753471;0;0.105263158;0.105263158
530;main-captions;track5.en-en;2017;54;0.6;['a', 'man', 'is', 'demonstrating', 'how', 'to', 'work', 'with', 'clay', 'while', 'at', 'least', 'two', 'people', 'observe'];['at', 'least', 'one', 'of', 'the', 'three', 'women', 'is', 'talking', 'to', 'the', 'others'];0.681640384;0.753973864;0.817967897;;0.296296296;0.222222222
531;main-captions;track5.en-en;2017;55;0.6;['a', 'dog', 'has', 'a', 'sweater', 'on'];['a', 'man', 'in', 'a', 'suit', 'jacket', 'is', 'sitting', 'on', 'a', 'red', 'couch', 'with', 'a', 'cat'];0.664677258;0.350639539;0.545505081;;0.285714286;0.857142857
532;main-captions;track5.en-en;2017;59;0.2;['sculptor', 'applying', 'concrete', 'to', 'large', 'statue', 'of', 'human', 'figure', 'standing', 'with', 'no', 'head'];['a', 'person', 'is', 'standing', 'in', 'front', 'of', 'a', 'building', 'holding', 'aloft', 'some', 'plywood'];0.62383411;0.4536392;0.416143054;0;0.153846154;0.153846154
533;main-captions;track5.en-en;2017;60;0.6;['a', 'boy', 'with', 'dark', 'hair', 'is', 'in', 'water', 'and', 'is', 'looking', 'up'];['the', 'man', 'is', 'short', 'hair'];0.689845259;0.896122068;0.846697845;;0.352941176;0.352941176
534;main-captions;track5.en-en;2017;61;0.2;['a', 'pole', 'is', 'behind', 'a', 'person', 'that', 'is', 'playing', 'peekaboo', 'with', 'a', 'child'];['there', 'is', 'a', 'child', 'with', 'a', 'ball'];0.733286138;0.725485034;0.88556485;;0.7;0.9
535;main-captions;track5.en-en;2017;62;1;['a', 'woman', 'is', 'about', 'to', 'paint'];['a', 'boy', 'is', 'about', 'to', 'take', 'a', 'picture'];0.806478652;0.946197038;0.97308196;;0.571428571;0.571428571
536;main-captions;track5.en-en;2017;64;3.4;['a', 'man', 'working', 'at', 'the', 'steel', 'mill'];['a', 'man', 'working', 'in', 'a', 'foundry'];0.815461909;0.480134237;0.758335961;;0.461538462;0.615384615
537;main-captions;track5.en-en;2017;65;1.4;['the', 'young', 'woman', 'is', 'flirting', 'with', 'the', 'young', 'boy'];['the', 'girl', 'is', 'young', 'and', 'cheery'];0.721722182;0.983538098;0.990032152;;0.666666667;0.4
538;main-captions;track5.en-en;2017;67;2;['the', 'men', 'are', 'about', 'to', 'score', 'in', 'a', 'water', 'polo', 'tournament'];['the', 'two', 'men', 'are', 'about', 'to', 'compete', 'in', 'a', 'match'];0.831710117;0.568743486;0.660237139;;0.666666667;0.476190476
539;main-captions;track5.en-en;2017;69;2.8;['a', 'man', 'eats', 'popcorn', 'while', 'watching', 'cartoons', 'late', 'one', 'night'];['a', 'man', 'and', 'a', 'girl', 'are', 'watching', 'cartoons', 'at', 'home'];0.63561784;0.618779737;0.742607623;;0.4;0.5
540;main-captions;track5.en-en;2017;70;3.2;['three', 'men', 'sit', 'on', 'a', 'bench'];['two', 'men', 'sit', 'on', 'a', 'bench'];0.927272727;1;1;;0.833333333;0.833333333
541;main-captions;track5.en-en;2017;71;0.8;['the', 'road', 'is', 'long'];['there', 'is', 'nothing', 'on', 'the', 'side', 'of', 'the', 'road'];0.624150586;1;1;;0.461538462;0.307692308
542;main-captions;track5.en-en;2017;74;1.8;['a', 'young', 'man', 'wearing', 'a', 'white', 't-shirt', 'and', 'green', 'and', 'black', 'shorts', 'standing', 'on', 'a', 'stump'];['a', 'man', 'wearing', 'a', 'white', 'shirt', 'and', 'red', 'and', 'black', 'shorts', 'is', 'running', 'on', 'the', 'sidewalk'];0.860775569;0.52124425;0.607868259;;0.6875;0.75
543;main-captions;track5.en-en;2017;76;2.2;['a', 'dog', 'under', 'the', 'stairs'];['a', 'dog', 'is', 'resting', 'on', 'the', 'stairs'];0.728492796;0.657556452;0.707106781;;0.666666667;0.5
544;main-captions;track5.en-en;2017;78;4.2;['two', 'women', 'give', 'a', 'demonstration', 'at', 'a', 'renaissance', 'fair'];['two', 'people', 'are', 'doing', 'a', 'demonstration', 'at', 'a', 'renaissance', 'fair'];0.874539466;0.914305594;0.881218659;;0.736842105;0.947368421
545;main-captions;track5.en-en;2017;80;5;['some', 'guy', 'sitting', 'on', 'a', 'couch', 'watching', 'television'];['a', 'guy', 'is', 'sitting', 'on', 'the', 'couch', 'watching', 'tv'];0.931594261;0.944268621;0.866025404;;0.705882353;0.823529412
546;main-captions;track5.en-en;2017;81;1.2;['a', 'woman', 'is', 'posing', 'for', 'a', 'christmas', 'card'];['a', 'girl', 'is', 'taking', 'a', 'photo'];0.732007769;0.682104706;0.871852958;;0.428571429;0.714285714
547;main-captions;track5.en-en;2017;88;2.8;['a', 'man', 'is', 'working', 'on', 'his', 'farm'];['an', 'old', 'guy', 'is', 'working', 'on', 'his', 'farm', 'and', 'a', 'cow', 'kicks', 'him'];0.83579399;0.975738913;0.988917674;;0.6;0.5
548;main-captions;track5.en-en;2017;92;4.4;['a', 'girl', 'is', 'talking', 'to', 'her', 'dad', 'on', 'a', 'cellphone'];['a', 'girl', 'is', 'talking', 'on', 'her', 'phone'];0.874059474;0.849666857;0.916995736;;0.823529412;0.705882353
549;main-captions;track5.en-en;2017;93;4.4;['one', 'person', 'wields', 'an', 'umbrella'];['one', 'person', 'is', 'holding', 'an', 'umbrella'];0.921364161;0.620833183;0.666666667;;0.727272727;0.727272727
550;main-captions;track5.en-en;2017;95;3.6;['a', 'group', 'of', 'teenagers', 'jumping', 'and', 'having', 'a', 'good', 'time'];['a', 'group', 'of', 'kids', 'having', 'a', 'good', 'time'];0.902006691;0.742526352;0.855782948;;0.777777778;0.888888889
551;main-captions;track5.en-en;2017;97;1.2;"['a', 'man', 'is', 'playing', 'his', 'guitar', 'at', 'joe', ""'s"", 'cafe']";['the', 'man', 'is', 'playing', 'the', 'drums', 'for', 'his', 'mom'];0.701945915;0.387025372;0.509107096;;0.421052632;0.315789474
552;main-captions;track5.en-en;2017;100;1.4;['someone', 'is', 'on', 'a', 'blanket'];['the', 'person', 'is', 'making', 'a', 'blanket'];0.898146239;0.852112346;1;;0.545454545;0.727272727
553;main-captions;track5.en-en;2017;103;3.4;['the', 'man', 'has', 'a', 'orange', 'shirt'];['the', 'woman', 'has', 'a', 'orange', 'shirt'];0.913043478;0.69183715;0.798009451;;0.833333333;0.666666667
554;main-captions;track5.en-en;2017;104;0.8;['the', 'two', 'kids', 'look', 'at', 'the', 'products', 'sold', 'inside', 'the', 'subway', 'shop'];['the', 'kids', 'are', 'stealing', 'from', 'a', 'store'];0.679264199;0.703766484;0.720384977;0;0.421052632;0.210526316
555;main-captions;track5.en-en;2017;105;2.8;['the', 'baby', 'boy', 'wants', 'his', 'mother'];['a', 'baby', 'boy', 'is', 'happy', 'to', 'see', 'his', 'mother'];0.789289015;0.795021267;0.639585475;;0.533333333;0.4
556;main-captions;track5.en-en;2017;109;3.2;['a', 'boy', 'is', 'very', 'close', 'to', 'a', 'girl'];['a', 'girl', 'is', 'close', 'to', 'a', 'boy', 'whose', 'face', 'is', 'not', 'shown'];0.817721299;0.927249939;0.90819408;;0.7;0.9
557;main-captions;track5.en-en;2017;111;1.6;['six', 'children', 'are', 'cleaning', 'a', 'room'];['two', 'male', 'children', 'cleaning', 'up', 'leaves', 'in', 'a', 'parking', 'lot'];0.776683989;1;1;;0.375;0.375
558;main-captions;track5.en-en;2017;114;5;['there', 'is', 'a', 'cook', 'preparing', 'food'];['a', 'cook', 'is', 'making', 'food'];0.949342311;0.923764052;0.976379376;;0.727272727;1.272727273
559;main-captions;track5.en-en;2017;115;3.6;['two', 'men', 'are', 'helping', 'a', 'boy'];['two', 'men', 'are', 'with', 'a', 'young', 'child'];0.847872462;0.985536457;0.998157752;;0.615384615;0.615384615
560;main-captions;track5.en-en;2017;120;3.6;['two', 'skiing', 'people', 'are', 'doing', 'cross', 'country', 'skiing'];['people', 'skiing', 'cross', 'country'];0.87755102;0.781906666;0.707106781;;0.833333333;0.833333333
561;main-captions;track5.en-en;2017;121;0.4;['a', 'dog', 'taking', 'a', 'poop', 'in', 'the', 'street'];['a', 'man', 'making', 'balloon', 'animals', 'for', 'two', 'children', 'on', 'a', 'street', 'corner'];0.688156365;0.733832778;0.803135363;;0.3;0.6
562;main-captions;track5.en-en;2017;123;1.8;['a', 'kid', 'is', 'talking', 'in', 'class'];['a', 'girl', 'is', 'going', 'to', 'class'];0.801664609;0.714670475;0.860714294;;0.5;0.5
563;main-captions;track5.en-en;2017;124;1.2;['the', 'women', 'are', 'trying', 'to', 'sell', 'something', 'to', 'the', 'individual'];['the', 'men', 'are', 'trying', 'to', 'make', 'some', 'money'];0.736227493;0.663440184;0.801920088;0;0.666666667;0.222222222
564;main-captions;track5.en-en;2017;125;1.2;['people', 'are', 'waiting', 'for', 'the', 'fireworks', 'to', 'start'];['three', 'people', 'are', 'waiting', 'for', 'the', 'rain', 'to', 'stop'];0.757718094;;;;0.705882353;0.352941176
565;main-captions;track5.en-en;2017;126;2.2;['a', 'dog', 'prepares', 'to', 'herd', 'three', 'sheep', 'with', 'horns'];['a', 'dog', 'and', 'sheep', 'run', 'together'];0.702272727;0.730705765;0.816496581;;0.4;0.4
566;main-captions;track5.en-en;2017;132;5;['people', 'gathered', 'in', 'a', 'room'];['people', 'gathered', 'together', 'in', 'a', 'room'];0.912870929;1;1;;0.909090909;0.909090909
567;main-captions;track5.en-en;2017;133;2.6;['the', 'woman', 'in', 'overalls', 'paints', 'a', 'picture', 'for', 'her', 'wall'];['a', 'woman', 'is', 'painting', 'her', 'wall', 'white'];0.860814033;0.585178551;0.719592192;;0.470588235;0.588235294
568;main-captions;track5.en-en;2017;134;0;['adding', 'aspirin', 'to', 'the', 'water', 'could', 'kill', 'the', 'plant'];['men', 'are', 'trying', 'to', 'remove', 'oil', 'from', 'a', 'body', 'of', 'water'];0.632048148;0.497320338;0.55080379;0;0.2;0.1
569;main-captions;track5.en-en;2017;139;2.8;['the', 'woman', 'is', 'wearing', 'yellow'];['the', 'woman', 'is', 'wearing', 'red'];0.891891892;1;1;;0.8;0.6
570;main-captions;track5.en-en;2017;141;3.2;['a', 'man', 'is', 'doing', 'a', 'stunt', 'on', 'his', 'bicycle'];['a', 'man', 'is', 'doing', 'a', 'wheelie', 'on', 'his', 'motorcycle'];0.916885808;1;1;;0.777777778;0.888888889
571;main-captions;track5.en-en;2017;142;1.6;['ten', 'people', 'riding', 'atvs'];['4', 'people', 'are', 'riding', 'bikes'];0.780952827;;;;0.444444444;0.444444444
572;main-captions;track5.en-en;2017;144;0.2;['a', 'yellow', 'vested', 'person', 'is', 'doing', 'road', 'work'];['a', 'person', 'is', 'doing', 'very', 'well', 'on', 'their', 'skateboard'];0.673971649;0.88704766;0.950152289;;0.470588235;0.470588235
573;main-captions;track5.en-en;2017;148;3.8;['two', 'workers', 'are', 'sitting', 'next', 'to', 'pipes', 'eating', 'lunch'];['the', 'construction', 'workers', 'are', 'sitting', 'down', 'to', 'eat', 'lunch'];0.810960705;0.654615769;0.722261415;;0.555555556;0.555555556
574;main-captions;track5.en-en;2017;150;4;['a', 'group', 'of', 'people', 'living', 'in', 'the', 'desert'];['a', 'group', 'of', 'people', 'in', 'the', 'middle', 'of', 'the', 'desert'];0.927718843;1;1;;0.777777778;0.555555556
575;main-captions;track5.en-en;2017;151;2.8;['two', 'kids', 'are', 'swimming'];['six', 'kids', 'are', 'going', 'swimming'];0.882536186;;;;0.666666667;0.666666667
576;main-captions;track5.en-en;2017;154;5;['people', 'getting', 'their', 'dirty', 'clothes', 'cleaned'];['people', 'are', 'getting', 'their', 'clothes', 'cleaned'];0.933059706;1;1;;0.833333333;0.666666667
577;main-captions;track5.en-en;2017;157;3.4;['the', 'children', 'are', 'holding', 'musical', 'instruments'];['a', 'group', 'of', 'children', 'are', 'singing', 'and', 'playing', 'instruments'];0.74136387;0.919706404;0.790901259;;0.4;0.4
578;main-captions;track5.en-en;2017;160;2.8;['a', 'group', 'of', 'people', 'are', 'wearing', 'police', 'uniforms', 'conducting', 'an', 'arrest'];['a', 'group', 'of', 'police', 'officers', 'are', 'wearing', 'protection'];0.788781915;0.636664983;0.885092502;;0.631578947;0.526315789
579;main-captions;track5.en-en;2017;166;1.4;['the', 'man', 'is', 'planning', 'to', 'shoot', 'a', 'wedding'];['the', 'woman', 'is', 'going', 'to', 'a', 'wedding'];0.81924922;0.790247833;0.869221985;;0.666666667;0.4
580;main-captions;track5.en-en;2017;168;1.2;"['the', 'child', ""'s"", 'bike', 'got', 'wet']";['she', 'is', 'putting', 'away', 'the', 'bike'];0.57563452;0.75999543;0.705723836;0;0.333333333;0.166666667
