;genre;filename;year;number;score;sentence1;sentence2;sentence1_pos;sentence2_pos;sentence1_pos_filtered;sentence2_pos_filtered;sentence1_filtered;sentence2_filtered;sentence1_str;sentence2_str;vectorial_components;vector1_liu_path;vector2_liu_path;vector1_liu_res;vector2_liu_res;vector1_liu_lin;vector2_liu_lin;vector1_liu_jcn;vector2_liu_jcn;liu_path;liu_res;liu_lin;liu_jcn;agirre_words;agirre_synsets
578;main-captions;track5.en-en;2017;0160;2.800000;['a', 'group', 'of', 'people', 'are', 'wearing', 'police', 'uniforms', 'conducting', 'an', 'arrest'];['a', 'group', 'of', 'police', 'officers', 'are', 'wearing', 'protection'];[('a', 'DT'), ('group', 'NN'), ('of', 'IN'), ('people', 'NNS'), ('are', 'VBP'), ('wearing', 'VBG'), ('police', 'NN'), ('uniforms', 'NNS'), ('conducting', 'VBG'), ('an', 'DT'), ('arrest', 'NN')];[('a', 'DT'), ('group', 'NN'), ('of', 'IN'), ('police', 'NN'), ('officers', 'NNS'), ('are', 'VBP'), ('wearing', 'VBG'), ('protection', 'NN')];[('group', 'NN'), ('people', 'NNS'), ('are', 'VBP'), ('wearing', 'VBG'), ('police', 'NN'), ('uniforms', 'NNS'), ('conducting', 'VBG'), ('arrest', 'NN')];[('group', 'NN'), ('police', 'NN'), ('officers', 'NNS'), ('are', 'VBP'), ('wearing', 'VBG'), ('protection', 'NN')];['group', 'people', 'are', 'wearing', 'police', 'uniforms', 'conducting', 'arrest'];['group', 'police', 'officers', 'are', 'wearing', 'protection'];group people are wearing police uniforms conducting arrest;group police officers are wearing protection;['are', 'arrest', 'conducting', 'group', 'officers', 'people', 'police', 'protection', 'uniforms', 'wearing'];[1.0, 1.0, 1.0, 1.0, 0.16666666666666666, 1.0, 1.0, 0.25, 1.0, 1.0];[1.0, 0.25, 0.3333333333333333, 1.0, 1.0, 0.5, 1.0, 1.0, 0.25, 1.0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 11.057723398144214, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 1.0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0];0.7937686382992228;;;;0.5714285714285714;0.5714285714285714
579;main-captions;track5.en-en;2017;0166;1.400000;['the', 'man', 'is', 'planning', 'to', 'shoot', 'a', 'wedding'];['the', 'woman', 'is', 'going', 'to', 'a', 'wedding'];[('the', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('planning', 'VBG'), ('to', 'TO'), ('shoot', 'VB'), ('a', 'DT'), ('wedding', 'NN')];[('the', 'DT'), ('woman', 'NN'), ('is', 'VBZ'), ('going', 'VBG'), ('to', 'TO'), ('a', 'DT'), ('wedding', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('planning', 'VBG'), ('to', 'TO'), ('shoot', 'VB'), ('wedding', 'NN')];[('woman', 'NN'), ('is', 'VBZ'), ('going', 'VBG'), ('to', 'TO'), ('wedding', 'NN')];['man', 'is', 'planning', 'to', 'shoot', 'wedding'];['woman', 'is', 'going', 'to', 'wedding'];man is planning to shoot wedding;woman is going to wedding;['going', 'is', 'man', 'planning', 'shoot', 'to', 'wedding', 'woman'];[0.5, 1.0, 1.0, 1.0, 1.0, 0, 1.0, 0.3333333333333333];[1.0, 1.0, 0.3333333333333333, 0.25, 0.3333333333333333, 0, 1.0, 1.0];[0, 4.169432297621895, 0, 0, 0, 0, 0, 0];[0, 4.169432297621895, 0, 0, 0, 0, 0, 5.064385606654551];[0, 1.0, 0, 0, 0, 0, 0, 0];[0, 1.0, 0, 0, 0, 0, 0, 1.0];[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0];0.7824246560460594;0.635594772411818;0.7071067811865475;0.7071067811865475;0.5454545454545454;0.36363636363636365
580;main-captions;track5.en-en;2017;0168;1.200000;['the', 'child', 'bike', 'got', 'wet'];['she', 'is', 'putting', 'away', 'the', 'bike'];[('the', 'DT'), ('child', 'NN'), ('bike', 'NN'), ('got', 'VBD'), ('wet', 'JJ')];[('she', 'PRP'), ('is', 'VBZ'), ('putting', 'VBG'), ('away', 'RB'), ('the', 'DT'), ('bike', 'NN')];[('child', 'NN'), ('bike', 'NN'), ('got', 'VBD'), ('wet', 'JJ')];[('she', 'PRP'), ('is', 'VBZ'), ('putting', 'VBG'), ('away', 'RB'), ('bike', 'NN')];['child', 'bike', 'got', 'wet'];['she', 'is', 'putting', 'away', 'bike'];child bike got wet;she is putting away bike;['away', 'bike', 'child', 'got', 'is', 'putting', 'she', 'wet'];[0, 1.0, 1.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0, 1.0];[1.0, 1.0, 0.1, 0.3333333333333333, 1.0, 1.0, 0, 0.3333333333333333];[0, 0, 6.809228156094854, 8.93617926005988, 4.135066526381111, 0, 0, 0];[0, 0, 0, 4.135066526381111, 4.169432297621895, 0, 0, 0];[0, 0, 1.0, 1.0, 0.6592600521631663, 0, 0, 0];[0, 0, 0, 0.6592600521631663, 1.0, 0, 0, 0];[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0];[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0];0.5756345201601832;0.7708764081410839;0.7055077761125645;0.0;0.2222222222222222;0.2222222222222222
581;main-captions;track5.en-en;2017;0169;3.200000;['a', 'soldier', 'walks', 'a', 'dog'];['a', 'man', 'walks', 'a', 'dog'];[('a', 'DT'), ('soldier', 'JJR'), ('walks', 'WRB'), ('a', 'DT'), ('dog', 'NN')];[('a', 'DT'), ('man', 'NN'), ('walks', 'VBZ'), ('a', 'DT'), ('dog', 'NN')];[('soldier', 'JJR'), ('walks', 'WRB'), ('dog', 'NN')];[('man', 'NN'), ('walks', 'VBZ'), ('dog', 'NN')];['soldier', 'walks', 'dog'];['man', 'walks', 'dog'];soldier walks dog;man walks dog;['dog', 'man', 'soldier', 'walks'];[1.0, 0.3333333333333333, 1.0, 1.0];[1.0, 1.0, 0.3333333333333333, 1.0];[0, 0, 0, 0];[0, 0, 0, 0];[0, 0, 0, 0];[0, 0, 0, 0];[0, 0, 0, 0];[0, 0, 0, 0];0.8571428571428571;;;;0.6666666666666666;0.6666666666666666
582;main-captions;track5.en-en;2017;0170;3.000000;['a', 'shirtless', 'woman', 'is', 'operating', 'a', 'lawn', 'mower'];['a', 'girl', 'is', 'mowing', 'the', 'grass', 'with', 'a', 'lawn', 'mower'];[('a', 'DT'), ('shirtless', 'JJ'), ('woman', 'NN'), ('is', 'VBZ'), ('operating', 'VBG'), ('a', 'DT'), ('lawn', 'NN'), ('mower', 'NN')];[('a', 'DT'), ('girl', 'NN'), ('is', 'VBZ'), ('mowing', 'VBG'), ('the', 'DT'), ('grass', 'NN'), ('with', 'IN'), ('a', 'DT'), ('lawn', 'NN'), ('mower', 'NN')];[('shirtless', 'JJ'), ('woman', 'NN'), ('is', 'VBZ'), ('operating', 'VBG'), ('lawn', 'NN'), ('mower', 'NN')];[('girl', 'NN'), ('is', 'VBZ'), ('mowing', 'VBG'), ('grass', 'NN'), ('lawn', 'NN'), ('mower', 'NN')];['shirtless', 'woman', 'is', 'operating', 'lawn', 'mower'];['girl', 'is', 'mowing', 'grass', 'lawn', 'mower'];shirtless woman is operating lawn mower;girl is mowing grass lawn mower;['girl', 'grass', 'is', 'lawn', 'mower', 'mowing', 'operating', 'shirtless', 'woman'];[0.5, 0.25, 1.0, 1.0, 1.0, 0.2, 1.0, 0, 1.0];[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 0, 0.5];[4.301091441618951, 0, 4.169432297621895, 8.013200960420791, 8.418666068528955, 2.8657619754201695, 0, 0, 5.064385606654551];[6.458571284481685, 0, 4.169432297621895, 8.013200960420791, 8.418666068528955, 9.392386960396443, 0, 0, 4.301091441618951];[0.8310426564295225, 0, 1.0, 1.0, 1.0, 0.4632589864700521, 0, 0, 1.0];[1.0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0.8310426564295225];[0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0];[1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0];0.8197582905876345;0.922207474174052;0.9700913510144485;0.6708203932499369;0.5;0.5
583;main-captions;track5.en-en;2017;0172;2.200000;['the', 'two', 'officers', 'are', 'driving'];['two', 'officers', 'are', 'on', 'horses'];[('the', 'DT'), ('two', 'CD'), ('officers', 'NNS'), ('are', 'VBP'), ('driving', 'VBG')];[('two', 'CD'), ('officers', 'NNS'), ('are', 'VBP'), ('on', 'IN'), ('horses', 'NNS')];[('two', 'CD'), ('officers', 'NNS'), ('are', 'VBP'), ('driving', 'VBG')];[('two', 'CD'), ('officers', 'NNS'), ('are', 'VBP'), ('horses', 'NNS')];['two', 'officers', 'are', 'driving'];['two', 'officers', 'are', 'horses'];two officers are driving;two officers are horses;['are', 'driving', 'horses', 'officers', 'two'];[1.0, 1.0, 0.25, 1.0, 1.0];[1.0, 0.3333333333333333, 1.0, 1.0, 1.0];[0, 0, 0, 0, 0];[0, 0, 0, 0, 0];[0, 0, 0, 0, 0];[0, 0, 0, 0, 0];[0, 0, 0, 0, 0];[0, 0, 0, 0, 0];0.8768209445576497;;;;0.75;0.75
584;main-captions;track5.en-en;2017;0174;2.000000;['the', 'lady', 'looks', 'sad', 'because', 'no', 'one', 'is', 'buying', 'her', 'wares'];['the', 'lady', 'is', 'selling', 'things'];[('the', 'DT'), ('lady', 'NN'), ('looks', 'VBZ'), ('sad', 'JJ'), ('because', 'IN'), ('no', 'DT'), ('one', 'NN'), ('is', 'VBZ'), ('buying', 'VBG'), ('her', 'PRP$'), ('wares', 'NNS')];[('the', 'DT'), ('lady', 'NN'), ('is', 'VBZ'), ('selling', 'VBG'), ('things', 'NNS')];[('lady', 'NN'), ('looks', 'VBZ'), ('sad', 'JJ'), ('one', 'NN'), ('is', 'VBZ'), ('buying', 'VBG'), ('her', 'PRP$'), ('wares', 'NNS')];[('lady', 'NN'), ('is', 'VBZ'), ('selling', 'VBG'), ('things', 'NNS')];['lady', 'looks', 'sad', 'one', 'is', 'buying', 'her', 'wares'];['lady', 'is', 'selling', 'things'];lady looks sad one is buying her wares;lady is selling things;['buying', 'her', 'is', 'lady', 'looks', 'one', 'sad', 'selling', 'things', 'wares'];[1.0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.25, 1.0];[0.5, 0, 1.0, 1.0, 0.5, 0.16666666666666666, 0, 1.0, 1.0, 0.25];[0, 0, 4.169432297621895, 8.013200960420791, 0, 0, 0, 0, 0.9559670183214576, 0];[0, 0, 4.169432297621895, 8.013200960420791, 0, 0, 0, 0, 8.498708776202491, 0];[0, 0, 1.0, 1.0, 0, 0, 0, 0, 0.1201923148801263, 0];[0, 0, 1.0, 1.0, 0, 0, 0, 0, 1.0, 0];[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0];0.7191779029540187;0.7963906972345786;0.8624556921575587;0.816496580927726;0.3333333333333333;0.3333333333333333
585;main-captions;track5.en-en;2017;0180;3.800000;['a', 'flock', 'of', 'birds', 'hovered', 'over', 'the', 'sandy', 'beach'];['birds', 'are', 'flying', 'at', 'a', 'beach'];[('a', 'DT'), ('flock', 'NN'), ('of', 'IN'), ('birds', 'NNS'), ('hovered', 'VBN'), ('over', 'IN'), ('the', 'DT'), ('sandy', 'JJ'), ('beach', 'NN')];[('birds', 'NNS'), ('are', 'VBP'), ('flying', 'VBG'), ('at', 'IN'), ('a', 'DT'), ('beach', 'NN')];[('flock', 'NN'), ('birds', 'NNS'), ('hovered', 'VBN'), ('sandy', 'JJ'), ('beach', 'NN')];[('birds', 'NNS'), ('are', 'VBP'), ('flying', 'VBG'), ('beach', 'NN')];['flock', 'birds', 'hovered', 'sandy', 'beach'];['birds', 'are', 'flying', 'beach'];flock birds hovered sandy beach;birds are flying beach;['are', 'beach', 'birds', 'flock', 'flying', 'hovered', 'sandy'];[0.3333333333333333, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0];[1.0, 1.0, 1.0, 0.3333333333333333, 1.0, 0.5, 0];[0, 0, 0, 0, 0, 10.3086776922706, 0];[0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1.0, 0];[0, 0, 0, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0];[0, 0, 0, 0, 0, 0, 0];0.7583076730755874;;;;0.4444444444444444;0.4444444444444444
586;main-captions;track5.en-en;2017;0181;1.600000;['people', 'walk', 'home'];['people', 'waiting'];[('people', 'NNS'), ('walk', 'VBP'), ('home', 'NN')];[('people', 'NNS'), ('waiting', 'VBG')];[('people', 'NNS'), ('walk', 'VBP'), ('home', 'NN')];[('people', 'NNS'), ('waiting', 'VBG')];['people', 'walk', 'home'];['people', 'waiting'];people walk home;people waiting;['home', 'people', 'waiting', 'walk'];[1.0, 1.0, 0.3333333333333333, 1.0];[0.2, 1.0, 1.0, 0.25];[0, 0, 0, 0];[0, 0, 0, 0];[0, 0, 0, 0];[0, 0, 0, 0];[0, 0, 0, 0];[0, 0, 0, 0];0.6972792864135743;;;;0.4;0.4
587;main-captions;track5.en-en;2017;0185;4.800000;['a', 'man', 'is', 'laughing', 'with', 'a', 'woman'];['a', 'man', 'and', 'a', 'woman', 'laughing'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('laughing', 'VBG'), ('with', 'IN'), ('a', 'DT'), ('woman', 'NN')];[('a', 'DT'), ('man', 'NN'), ('and', 'CC'), ('a', 'DT'), ('woman', 'NN'), ('laughing', 'VBG')];[('man', 'NN'), ('is', 'VBZ'), ('laughing', 'VBG'), ('woman', 'NN')];[('man', 'NN'), ('and', 'CC'), ('woman', 'NN'), ('laughing', 'VBG')];['man', 'is', 'laughing', 'woman'];['man', 'and', 'woman', 'laughing'];man is laughing woman;man and woman laughing;['and', 'is', 'laughing', 'man', 'woman'];[0, 1.0, 1.0, 1.0, 1.0];[0, 0.3333333333333333, 1.0, 1.0, 1.0];[0, 4.169432297621895, 0, 0, 5.064385606654551];[0, 0, 0, 0, 5.064385606654551];[0, 1.0, 0, 0, 1.0];[0, 0, 0, 0, 1.0];[0.0, 1.0, 0.0, 0.0, 1.0];[0.0, 0.0, 0.0, 0.0, 1.0];0.9449111825230679;0.7720228528241694;0.7071067811865475;0.7071067811865475;0.75;0.75
588;main-captions;track5.en-en;2017;0186;1.200000;['he', 'is', 'about', 'to', 'run', 'into', 'the', 'boat'];['the', 'man', 'is', 'getting', 'his', 'boat', 'clean', 'to', 'take', 'it', 'out', 'on', 'the', 'water'];[('he', 'PRP'), ('is', 'VBZ'), ('about', 'IN'), ('to', 'TO'), ('run', 'VB'), ('into', 'IN'), ('the', 'DT'), ('boat', 'NN')];[('the', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('getting', 'VBG'), ('his', 'PRP$'), ('boat', 'NN'), ('clean', 'NN'), ('to', 'TO'), ('take', 'VB'), ('it', 'PRP'), ('out', 'RP'), ('on', 'IN'), ('the', 'DT'), ('water', 'NN')];[('he', 'PRP'), ('is', 'VBZ'), ('to', 'TO'), ('run', 'VB'), ('boat', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('getting', 'VBG'), ('his', 'PRP$'), ('boat', 'NN'), ('clean', 'NN'), ('to', 'TO'), ('take', 'VB'), ('it', 'PRP'), ('out', 'RP'), ('water', 'NN')];['he', 'is', 'to', 'run', 'boat'];['man', 'is', 'getting', 'his', 'boat', 'clean', 'to', 'take', 'it', 'out', 'water'];he is to run boat;man is getting his boat clean to take it out water;['boat', 'clean', 'getting', 'he', 'his', 'is', 'it', 'man', 'out', 'run', 'take', 'to', 'water'];[1.0, 0.5, 0.5, 1.0, 0, 1.0, 0.09090909090909091, 0.25, 0.3333333333333333, 1.0, 0.5, 0, 0.3333333333333333];[1.0, 1.0, 1.0, 0.2, 0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 0, 1.0];[0, 0, 0, 6.141398783519199, 0, 4.169432297621895, 0.6539741671290421, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0.6539741671290421, 0, 4.169432297621895, 3.394785547682679, 0, 0, 0, 0, 0, 0];[0, 0, 0, 1.0, 0, 1.0, 0.13715636032522444, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0.13715636032522444, 0, 1.0, 1.0, 0, 0, 0, 0, 0, 0];[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.7608233430452522;0.5852327586745136;0.6312191548744768;0.49999999999999994;0.375;0.25
589;main-captions;track5.en-en;2017;0187;2.400000;['2', 'cows', 'are', 'in', 'a', 'field'];['two', 'sheep', 'are', 'in', 'a', 'field'];[('2', 'CD'), ('cows', 'NNS'), ('are', 'VBP'), ('in', 'IN'), ('a', 'DT'), ('field', 'NN')];[('two', 'CD'), ('sheep', 'NN'), ('are', 'VBP'), ('in', 'IN'), ('a', 'DT'), ('field', 'NN')];[('2', 'CD'), ('cows', 'NNS'), ('are', 'VBP'), ('field', 'NN')];[('two', 'CD'), ('sheep', 'NN'), ('are', 'VBP'), ('field', 'NN')];['2', 'cows', 'are', 'field'];['two', 'sheep', 'are', 'field'];2 cows are field;two sheep are field;['2', 'are', 'cows', 'field', 'sheep', 'two'];[1.0, 1.0, 1.0, 1.0, 0.25, 1.0];[1.0, 1.0, 0.25, 1.0, 1.0, 1.0];[0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 7.907840444762964, 0];[0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 1.0, 0];[0, 0, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 1.0, 0.0];0.8888888888888888;;;;0.5;0.75
590;main-captions;track5.en-en;2017;0188;1.800000;['a', 'wet', 'child', 'enjoys', 'the', 'summer'];['a', 'woman', 'is', 'enjoying', 'the', 'summer', 'weather'];[('a', 'DT'), ('wet', 'JJ'), ('child', 'NN'), ('enjoys', 'VBZ'), ('the', 'DT'), ('summer', 'NN')];[('a', 'DT'), ('woman', 'NN'), ('is', 'VBZ'), ('enjoying', 'VBG'), ('the', 'DT'), ('summer', 'NN'), ('weather', 'NN')];[('wet', 'JJ'), ('child', 'NN'), ('enjoys', 'VBZ'), ('summer', 'NN')];[('woman', 'NN'), ('is', 'VBZ'), ('enjoying', 'VBG'), ('summer', 'NN'), ('weather', 'NN')];['wet', 'child', 'enjoys', 'summer'];['woman', 'is', 'enjoying', 'summer', 'weather'];wet child enjoys summer;woman is enjoying summer weather;['child', 'enjoying', 'enjoys', 'is', 'summer', 'weather', 'wet', 'woman'];[1.0, 1.0, 1.0, 0.3333333333333333, 1.0, 0.2, 1.0, 0.25];[0.25, 1.0, 1.0, 1.0, 1.0, 1.0, 0.25, 1.0];[6.809228156094854, 9.615530511710654, 9.615530511710654, 0, 0, 0, 0, 1.5451189586152385];[1.5451189586152385, 9.615530511710654, 9.615530511710654, 4.169432297621895, 0, 0, 0, 5.064385606654551];[1.0, 1.0, 1.0, 0, 0, 0, 0, 0.32940619717559816];[0.32940619717559816, 1.0, 1.0, 1.0, 0, 0, 0, 1.0];[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0];[0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0];0.7579830772260384;0.8761444302554539;0.7439942466117377;0.5773502691896258;0.2222222222222222;0.4444444444444444
591;main-captions;track5.en-en;2017;0191;2.600000;['the', 'girl', 'has', 'a', 'driver', 'license'];['a', 'man', 'has', 'a', 'driver', 'license'];[('the', 'DT'), ('girl', 'NN'), ('has', 'VBZ'), ('a', 'DT'), ('driver', 'NN'), ('license', 'NN')];[('a', 'DT'), ('man', 'NN'), ('has', 'VBZ'), ('a', 'DT'), ('driver', 'NN'), ('license', 'NN')];[('girl', 'NN'), ('has', 'VBZ'), ('driver', 'NN'), ('license', 'NN')];[('man', 'NN'), ('has', 'VBZ'), ('driver', 'NN'), ('license', 'NN')];['girl', 'has', 'driver', 'license'];['man', 'has', 'driver', 'license'];girl has driver license;man has driver license;['driver', 'girl', 'has', 'license', 'man'];[1.0, 1.0, 1.0, 1.0, 0.25];[1.0, 0.25, 1.0, 1.0, 1.0];[9.334956800403111, 6.458571284481685, 0, 0, 0];[9.334956800403111, 1.5451189586152385, 0, 0, 0];[1.0, 1.0, 0, 0, 0];[1.0, 0.21203761988740097, 0, 0, 0];[1.0, 1.0, 0.0, 0.0, 0.0];[1.0, 0.0, 0.0, 0.0, 0.0];0.8615384615384617;0.9042331083003301;0.8384000176690287;0.7071067811865475;0.75;0.75
592;main-captions;track5.en-en;2017;0192;3.800000;['people', 'on', 'motorcycles', 'wearing', 'racing', 'gear', 'ride', 'around', 'a', 'racetrack'];['people', 'on', 'motorcycles', 'ride', 'around', 'a', 'racetrack'];[('people', 'NNS'), ('on', 'IN'), ('motorcycles', 'NNS'), ('wearing', 'VBG'), ('racing', 'VBG'), ('gear', 'JJ'), ('ride', 'NN'), ('around', 'IN'), ('a', 'DT'), ('racetrack', 'NN')];[('people', 'NNS'), ('on', 'IN'), ('motorcycles', 'NNS'), ('ride', 'VBP'), ('around', 'IN'), ('a', 'DT'), ('racetrack', 'NN')];[('people', 'NNS'), ('motorcycles', 'NNS'), ('wearing', 'VBG'), ('racing', 'VBG'), ('gear', 'JJ'), ('ride', 'NN'), ('racetrack', 'NN')];[('people', 'NNS'), ('motorcycles', 'NNS'), ('ride', 'VBP'), ('racetrack', 'NN')];['people', 'motorcycles', 'wearing', 'racing', 'gear', 'ride', 'racetrack'];['people', 'motorcycles', 'ride', 'racetrack'];people motorcycles wearing racing gear ride racetrack;people motorcycles ride racetrack;['gear', 'motorcycles', 'people', 'racetrack', 'racing', 'ride', 'wearing'];[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0];[0.25, 1.0, 1.0, 1.0, 0.3333333333333333, 1.0, 0.3333333333333333];[0, 0, 0, 8.055760574839587, 0, 0, 0];[0, 0, 0, 8.055760574839587, 0, 0, 0];[0, 0, 0, 1.0, 0, 0, 0];[0, 0, 0, 1.0, 0, 0, 0];[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0];[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0];0.8977603271481523;1.0;1.0;1.0;0.7272727272727273;0.7272727272727273
593;main-captions;track5.en-en;2017;0193;1.200000;['a', 'man', 'is', 'standing', 'on', 'the', 'ground', 'with', 'a', 'paintbrush'];['a', 'man', 'with', 'a', 'crutch', 'lying', 'on', 'the', 'ground'];[('a', 'DT'), ('man', 'NN'), ('is', 'VBZ'), ('standing', 'VBG'), ('on', 'IN'), ('the', 'DT'), ('ground', 'NN'), ('with', 'IN'), ('a', 'DT'), ('paintbrush', 'NN')];[('a', 'DT'), ('man', 'NN'), ('with', 'IN'), ('a', 'DT'), ('crutch', 'NN'), ('lying', 'VBG'), ('on', 'IN'), ('the', 'DT'), ('ground', 'NN')];[('man', 'NN'), ('is', 'VBZ'), ('standing', 'VBG'), ('ground', 'NN'), ('paintbrush', 'NN')];[('man', 'NN'), ('crutch', 'NN'), ('lying', 'VBG'), ('ground', 'NN')];['man', 'is', 'standing', 'ground', 'paintbrush'];['man', 'crutch', 'lying', 'ground'];man is standing ground paintbrush;man crutch lying ground;['crutch', 'ground', 'is', 'lying', 'man', 'paintbrush', 'standing'];[0.16666666666666666, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0];[1.0, 1.0, 0.5, 1.0, 1.0, 0.16666666666666666, 0.3333333333333333];[5.487966705751724, 0, 4.169432297621895, 0, 0, 9.1118132490889, 0];[9.804960429648846, 0, 0, 0, 0, 5.487966705751724, 0];[0.5802222724607781, 0, 1.0, 0, 0, 1.0, 0];[1.0, 0, 0, 0, 0, 0.5802222724607781, 0];[0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0];[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.761848448158398;0.8086933573768469;0.656623910684589;0.0;0.4444444444444444;0.4444444444444444
594;main-captions;track5.en-en;2017;0194;0.200000;['the', 'kids', 'are', 'at', 'the', 'theater', 'watching', 'a', 'movie'];['it', 'is', 'picture', 'day', 'for', 'the', 'boys'];[('the', 'DT'), ('kids', 'NNS'), ('are', 'VBP'), ('at', 'IN'), ('the', 'DT'), ('theater', 'NN'), ('watching', 'VBG'), ('a', 'DT'), ('movie', 'NN')];[('it', 'PRP'), ('is', 'VBZ'), ('picture', 'JJ'), ('day', 'NN'), ('for', 'IN'), ('the', 'DT'), ('boys', 'NNS')];[('kids', 'NNS'), ('are', 'VBP'), ('theater', 'NN'), ('watching', 'VBG'), ('movie', 'NN')];[('it', 'PRP'), ('is', 'VBZ'), ('picture', 'JJ'), ('day', 'NN'), ('boys', 'NNS')];['kids', 'are', 'theater', 'watching', 'movie'];['it', 'is', 'picture', 'day', 'boys'];kids are theater watching movie;it is picture day boys;['are', 'boys', 'day', 'is', 'it', 'kids', 'movie', 'picture', 'theater', 'watching'];[1.0, 0.3333333333333333, 0.25, 1.0, 0.09090909090909091, 1.0, 1.0, 1.0, 1.0, 1.0];[1.0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 1.0, 1.0, 0.14285714285714285, 0.3333333333333333];[0, 0.9559670183214576, 0.9559670183214576, 0, 1.746652360761552, 0, 7.243496994440335, 0, 8.77194542346655, 0];[0, 6.249612368159432, 8.712427187057118, 4.169432297621895, 3.394785547682679, 0, 1.746652360761552, 0, 1.746652360761552, 0];[0, 0.143637932219833, 0.11982596651217488, 0, 0.32837111701922966, 0, 1.0, 0, 1.0, 0];[0, 1.0, 1.0, 1.0, 1.0, 0, 0.32837111701922966, 0, 0.28721157075716497, 0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0];[0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.7603469944144325;0.3396767375340197;0.4029409729194709;0.0;0.0;0.4
