;genre;filename;year;number;score;sentence1;sentence2;sentence1_pos;sentence2_pos;sentence1_pos_filtered;sentence2_pos_filtered;sentence1_filtered;sentence2_filtered;sentence1_str;sentence2_str;vectorial_components;vector1_liu_path;vector2_liu_path;vector1_liu_res;vector2_liu_res;vector1_liu_lin;vector2_liu_lin;vector1_liu_jcn;vector2_liu_jcn;liu_path;liu_res;liu_lin;liu_jcn;agirre_words;agirre_synsets
260;main-captions;images;2014;0105;4.6;['two', 'dogs', 'and', 'one', 'cat', 'sitting', 'on', 'couch'];['two', 'dogs', 'and', 'a', 'cat', 'resting', 'on', 'a', 'couch'];[('two', 'CD'), ('dogs', 'NNS'), ('and', 'CC'), ('one', 'CD'), ('cat', 'NN'), ('sitting', 'VBG'), ('on', 'IN'), ('couch', 'NN')];[('two', 'CD'), ('dogs', 'NNS'), ('and', 'CC'), ('a', 'DT'), ('cat', 'NN'), ('resting', 'VBG'), ('on', 'IN'), ('a', 'DT'), ('couch', 'NN')];[('two', 'CD'), ('dogs', 'NNS'), ('and', 'CC'), ('one', 'CD'), ('cat', 'NN'), ('sitting', 'VBG'), ('on', 'IN'), ('couch', 'NN')];[('two', 'CD'), ('dogs', 'NNS'), ('and', 'CC'), ('cat', 'NN'), ('resting', 'VBG'), ('on', 'IN'), ('couch', 'NN')];['two', 'dogs', 'and', 'one', 'cat', 'sitting', 'on', 'couch'];['two', 'dogs', 'and', 'cat', 'resting', 'on', 'couch'];two dogs and one cat sitting on couch;two dogs and cat resting on couch;['and', 'cat', 'couch', 'dogs', 'on', 'one', 'resting', 'sitting', 'two'];[0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 1.0, 1.0];[0, 1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 1.0, 0.5, 1.0];[0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 9.713373992599085, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 1.0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0];0.9326030944874745;;;;0.8;0.6666666666666666
261;main-captions;images;2014;0115;4;['a', 'bicycle', 'is', 'parked', 'by', 'a', 'shop'];['a', 'bicycle', 'is', 'parked', 'outside', 'a', 'bookstore'];[('a', 'DT'), ('bicycle', 'NN'), ('is', 'VBZ'), ('parked', 'VBN'), ('by', 'IN'), ('a', 'DT'), ('shop', 'NN')];[('a', 'DT'), ('bicycle', 'NN'), ('is', 'VBZ'), ('parked', 'VBN'), ('outside', 'IN'), ('a', 'DT'), ('bookstore', 'NN')];[('bicycle', 'NN'), ('is', 'VBZ'), ('parked', 'VBN'), ('by', 'IN'), ('shop', 'NN')];[('bicycle', 'NN'), ('is', 'VBZ'), ('parked', 'VBN'), ('outside', 'IN'), ('bookstore', 'NN')];['bicycle', 'is', 'parked', 'by', 'shop'];['bicycle', 'is', 'parked', 'outside', 'bookstore'];bicycle is parked by shop;bicycle is parked outside bookstore;['bicycle', 'bookstore', 'by', 'is', 'outside', 'parked', 'shop'];[1.0, 0.5, 1.0, 1.0, 0.14285714285714285, 1.0, 1.0];[1.0, 1.0, 0, 1.0, 1.0, 1.0, 0.5];[0, 0, 3.788516652286683, 4.1719655987060005, 0, 0, 0];[0, 9.173452604599415, 0, 4.1719655987060005, 0, 0, 0];[0, 0, 1.0, 1.0, 0, 0, 0];[0, 1.0, 0, 1.0, 0, 0, 0];[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0];[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0];0.7875863509330857;0.3064768946620359;0.49999999999999994;0.49999999999999994;0.6;0.6
262;main-captions;images;2014;0119;3.8;['a', 'orange', 'and', 'white', 'cat', 'laying', 'on', 'a', 'blanket', 'in', 'a', 'black', 'leather', 'chair'];['a', 'ginger', 'and', 'white', 'cat', 'curled', 'up', 'and', 'asleep', 'on', 'a', 'leather', 'chair'];[('a', 'DT'), ('orange', 'NN'), ('and', 'CC'), ('white', 'JJ'), ('cat', 'NN'), ('laying', 'VBG'), ('on', 'IN'), ('a', 'DT'), ('blanket', 'NN'), ('in', 'IN'), ('a', 'DT'), ('black', 'JJ'), ('leather', 'NN'), ('chair', 'NN')];[('a', 'DT'), ('ginger', 'NN'), ('and', 'CC'), ('white', 'JJ'), ('cat', 'NN'), ('curled', 'VBD'), ('up', 'RB'), ('and', 'CC'), ('asleep', 'VB'), ('on', 'IN'), ('a', 'DT'), ('leather', 'NN'), ('chair', 'NN')];[('orange', 'NN'), ('and', 'CC'), ('white', 'JJ'), ('cat', 'NN'), ('laying', 'VBG'), ('on', 'IN'), ('blanket', 'NN'), ('in', 'IN'), ('black', 'JJ'), ('leather', 'NN'), ('chair', 'NN')];[('ginger', 'NN'), ('and', 'CC'), ('white', 'JJ'), ('cat', 'NN'), ('curled', 'VBD'), ('up', 'RB'), ('and', 'CC'), ('asleep', 'VB'), ('on', 'IN'), ('leather', 'NN'), ('chair', 'NN')];['orange', 'and', 'white', 'cat', 'laying', 'on', 'blanket', 'in', 'black', 'leather', 'chair'];['ginger', 'and', 'white', 'cat', 'curled', 'up', 'and', 'asleep', 'on', 'leather', 'chair'];orange and white cat laying on blanket in black leather chair;ginger and white cat curled up and asleep on leather chair;['and', 'asleep', 'black', 'blanket', 'cat', 'chair', 'curled', 'ginger', 'in', 'laying', 'leather', 'on', 'orange', 'up', 'white'];[0, 0, 1.0, 1.0, 1.0, 1.0, 0.25, 0.25, 1.0, 1.0, 1.0, 1.0, 1.0, 0.2, 1.0];[0, 1.0, 0.3333333333333333, 0.25, 1.0, 1.0, 1.0, 1.0, 0.1111111111111111, 0.25, 1.0, 1.0, 0.3333333333333333, 1.0, 1.0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0.7153779390081276;;;;0.5454545454545454;0.45454545454545453
263;main-captions;images;2014;0123;4;['young', 'couple', 'sitting', 'on', 'a', 'black', 'couch'];['young', 'couple', 'sitting', 'on', 'couch'];[('young', 'JJ'), ('couple', 'NN'), ('sitting', 'VBG'), ('on', 'IN'), ('a', 'DT'), ('black', 'JJ'), ('couch', 'NN')];[('young', 'JJ'), ('couple', 'NN'), ('sitting', 'VBG'), ('on', 'IN'), ('couch', 'NN')];[('young', 'JJ'), ('couple', 'NN'), ('sitting', 'VBG'), ('on', 'IN'), ('black', 'JJ'), ('couch', 'NN')];[('young', 'JJ'), ('couple', 'NN'), ('sitting', 'VBG'), ('on', 'IN'), ('couch', 'NN')];['young', 'couple', 'sitting', 'on', 'black', 'couch'];['young', 'couple', 'sitting', 'on', 'couch'];young couple sitting on black couch;young couple sitting on couch;['black', 'couch', 'couple', 'on', 'sitting', 'young'];[1.0, 1.0, 1.0, 1.0, 1.0, 1.0];[0.3333333333333333, 1.0, 1.0, 1.0, 1.0, 1.0];[0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0];0.9630868246861537;;;;0.9090909090909091;0.9090909090909091
264;main-captions;images;2014;0124;2.8;['a', 'group', 'of', 'black', 'people', 'in', 'front', 'of', 'a', 'building', 'with', 'a', 'moped'];['a', 'group', 'of', 'people', 'are', 'outside', 'a', 'decrepit', 'building'];[('a', 'DT'), ('group', 'NN'), ('of', 'IN'), ('black', 'JJ'), ('people', 'NNS'), ('in', 'IN'), ('front', 'NN'), ('of', 'IN'), ('a', 'DT'), ('building', 'NN'), ('with', 'IN'), ('a', 'DT'), ('moped', 'NN')];[('a', 'DT'), ('group', 'NN'), ('of', 'IN'), ('people', 'NNS'), ('are', 'VBP'), ('outside', 'IN'), ('a', 'DT'), ('decrepit', 'NN'), ('building', 'NN')];[('group', 'NN'), ('of', 'IN'), ('black', 'JJ'), ('people', 'NNS'), ('in', 'IN'), ('front', 'NN'), ('of', 'IN'), ('building', 'NN'), ('with', 'IN'), ('moped', 'NN')];[('group', 'NN'), ('of', 'IN'), ('people', 'NNS'), ('are', 'VBP'), ('outside', 'IN'), ('decrepit', 'NN'), ('building', 'NN')];['group', 'of', 'black', 'people', 'in', 'front', 'of', 'building', 'with', 'moped'];['group', 'of', 'people', 'are', 'outside', 'decrepit', 'building'];group of black people in front of building with moped;group of people are outside decrepit building;['are', 'black', 'building', 'decrepit', 'front', 'group', 'in', 'moped', 'of', 'outside', 'people', 'with'];[0.5, 1.0, 1.0, 0, 1.0, 1.0, 1.0, 1.0, 0, 0.25, 1.0, 0];[1.0, 0.2, 1.0, 1.0, 0.3333333333333333, 1.0, 0.2, 0.5, 0, 1.0, 1.0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0.7261169970946847;;;;0.5882352941176471;0.35294117647058826
265;main-captions;images;2014;0126;3.6;['elderly', 'woman', 'sitting', 'on', 'red', 'patterned', 'couch', 'with', 'her', 'arm', 'around', 'younger', 'woman'];['two', 'women', 'sitting', 'on', 'couch', 'posing', 'for', 'camera'];[('elderly', 'JJ'), ('woman', 'NN'), ('sitting', 'VBG'), ('on', 'IN'), ('red', 'JJ'), ('patterned', 'VBN'), ('couch', 'NN'), ('with', 'IN'), ('her', 'PRP$'), ('arm', 'NN'), ('around', 'IN'), ('younger', 'JJR'), ('woman', 'NN')];[('two', 'CD'), ('women', 'NNS'), ('sitting', 'VBG'), ('on', 'IN'), ('couch', 'JJ'), ('posing', 'NN'), ('for', 'IN'), ('camera', 'NN')];[('elderly', 'JJ'), ('woman', 'NN'), ('sitting', 'VBG'), ('on', 'IN'), ('red', 'JJ'), ('patterned', 'VBN'), ('couch', 'NN'), ('with', 'IN'), ('her', 'PRP$'), ('arm', 'NN'), ('around', 'IN'), ('younger', 'JJR'), ('woman', 'NN')];[('two', 'CD'), ('women', 'NNS'), ('sitting', 'VBG'), ('on', 'IN'), ('couch', 'JJ'), ('posing', 'NN'), ('for', 'IN'), ('camera', 'NN')];['elderly', 'woman', 'sitting', 'on', 'red', 'patterned', 'couch', 'with', 'her', 'arm', 'around', 'younger', 'woman'];['two', 'women', 'sitting', 'on', 'couch', 'posing', 'for', 'camera'];elderly woman sitting on red patterned couch with her arm around younger woman;two women sitting on couch posing for camera;['arm', 'around', 'camera', 'couch', 'elderly', 'for', 'her', 'on', 'patterned', 'posing', 'red', 'sitting', 'two', 'with', 'woman', 'women', 'younger'];[1.0, 1.0, 0.14285714285714285, 1.0, 1.0, 0, 0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.1, 0, 1.0, 1.0, 1.0];[0.3333333333333333, 0, 1.0, 1.0, 0.2, 0, 0, 1.0, 0.2, 1.0, 0.2, 1.0, 1.0, 0, 1.0, 1.0, 0];[0, 7.066896022620719, 1.0174356291101643, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.126024962165067, 5.126024962165067, 0];[0, 0, 6.688545954811415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.126024962165067, 5.126024962165067, 0];[0, 1.0, 0.18412997012883187, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0];[0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 1.0, 0];[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0];[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0];0.7211482340958645;0.5914438711024269;0.723963956114785;0.6666666666666667;0.2857142857142857;0.5714285714285714
266;main-captions;images;2014;0135;1.8;['a', 'man', 'riding', 'on', 'the', 'back', 'of', 'an', 'orange', 'suv'];['an', 'african', 'man', 'hanging', 'onto', 'the', 'back', 'of', 'a', 'very', 'full', 'yellow', 'van'];[('a', 'DT'), ('man', 'NN'), ('riding', 'VBG'), ('on', 'IN'), ('the', 'DT'), ('back', 'NN'), ('of', 'IN'), ('an', 'DT'), ('orange', 'NN'), ('suv', 'NN')];[('an', 'DT'), ('african', 'JJ'), ('man', 'NN'), ('hanging', 'VBG'), ('onto', 'IN'), ('the', 'DT'), ('back', 'NN'), ('of', 'IN'), ('a', 'DT'), ('very', 'RB'), ('full', 'JJ'), ('yellow', 'NN'), ('van', 'NN')];[('man', 'NN'), ('riding', 'VBG'), ('on', 'IN'), ('back', 'NN'), ('of', 'IN'), ('orange', 'NN'), ('suv', 'NN')];[('african', 'JJ'), ('man', 'NN'), ('hanging', 'VBG'), ('onto', 'IN'), ('back', 'NN'), ('of', 'IN'), ('very', 'RB'), ('full', 'JJ'), ('yellow', 'NN'), ('van', 'NN')];['man', 'riding', 'on', 'back', 'of', 'orange', 'suv'];['african', 'man', 'hanging', 'onto', 'back', 'of', 'very', 'full', 'yellow', 'van'];man riding on back of orange suv;african man hanging onto back of very full yellow van;['african', 'back', 'full', 'hanging', 'man', 'of', 'on', 'onto', 'orange', 'riding', 'suv', 'van', 'very', 'yellow'];[0.3333333333333333, 1.0, 0.25, 0.3333333333333333, 1.0, 0, 1.0, 0, 1.0, 1.0, 1.0, 0.2, 0, 0.3333333333333333];[1.0, 1.0, 1.0, 1.0, 1.0, 0, 0, 0, 0.3333333333333333, 0.3333333333333333, 0.2, 1.0, 1.0, 1.0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8.48030542403947, 5.956561431833657, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5.956561431833657, 10.782890517033517, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0.6184395829285084, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6184395829285084, 1.0, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0];0.5919672540826068;0.8988003169944079;0.8946894954070732;0.0;0.35294117647058826;0.23529411764705882
267;main-captions;images;2014;0142;3.6;['red', 'and', 'white', 'bus', 'driving', 'down', 'road'];['a', 'bus', 'drives', 'down', 'a', 'busy', 'road'];[('red', 'JJ'), ('and', 'CC'), ('white', 'JJ'), ('bus', 'NN'), ('driving', 'VBG'), ('down', 'RP'), ('road', 'NN')];[('a', 'DT'), ('bus', 'NN'), ('drives', 'VBZ'), ('down', 'RP'), ('a', 'DT'), ('busy', 'JJ'), ('road', 'NN')];[('red', 'JJ'), ('and', 'CC'), ('white', 'JJ'), ('bus', 'NN'), ('driving', 'VBG'), ('down', 'RP'), ('road', 'NN')];[('bus', 'NN'), ('drives', 'VBZ'), ('down', 'RP'), ('busy', 'JJ'), ('road', 'NN')];['red', 'and', 'white', 'bus', 'driving', 'down', 'road'];['bus', 'drives', 'down', 'busy', 'road'];red and white bus driving down road;bus drives down busy road;['and', 'bus', 'busy', 'down', 'drives', 'driving', 'red', 'road', 'white'];[0, 1.0, 0.25, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0];[0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.125, 1.0, 0.2];[0, 0, 0, 0, 0, 0, 0, 7.053189068399324, 0];[0, 0, 0, 0, 0, 0, 0, 7.053189068399324, 0];[0, 0, 0, 0, 0, 0, 0, 1.0, 0];[0, 0, 0, 0, 0, 0, 0, 1.0, 0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0];0.8524838391877533;1.0;1.0;1.0;0.5;0.6666666666666666
268;main-captions;images;2014;0152;1.2;['a', 'cat', 'laying', 'on', 'a', 'red', 'cushion', 'looking', 'at', 'the', 'camera'];['a', 'tan', 'dog', 'lying', 'on', 'a', 'moggie', 'bed', 'looking', 'up', 'at', 'the', 'camera'];[('a', 'DT'), ('cat', 'NN'), ('laying', 'VBG'), ('on', 'IN'), ('a', 'DT'), ('red', 'JJ'), ('cushion', 'NN'), ('looking', 'VBG'), ('at', 'IN'), ('the', 'DT'), ('camera', 'NN')];[('a', 'DT'), ('tan', 'JJ'), ('dog', 'NN'), ('lying', 'VBG'), ('on', 'IN'), ('a', 'DT'), ('moggie', 'NN'), ('bed', 'NN'), ('looking', 'VBG'), ('up', 'RP'), ('at', 'IN'), ('the', 'DT'), ('camera', 'NN')];[('cat', 'NN'), ('laying', 'VBG'), ('on', 'IN'), ('red', 'JJ'), ('cushion', 'NN'), ('looking', 'VBG'), ('at', 'IN'), ('camera', 'NN')];[('tan', 'JJ'), ('dog', 'NN'), ('lying', 'VBG'), ('on', 'IN'), ('moggie', 'NN'), ('bed', 'NN'), ('looking', 'VBG'), ('up', 'RP'), ('at', 'IN'), ('camera', 'NN')];['cat', 'laying', 'on', 'red', 'cushion', 'looking', 'at', 'camera'];['tan', 'dog', 'lying', 'on', 'moggie', 'bed', 'looking', 'up', 'at', 'camera'];cat laying on red cushion looking at camera;tan dog lying on moggie bed looking up at camera;['at', 'bed', 'camera', 'cat', 'cushion', 'dog', 'laying', 'looking', 'lying', 'moggie', 'on', 'red', 'tan', 'up'];[1.0, 0.5, 1.0, 1.0, 1.0, 0.2, 1.0, 1.0, 0.5, 0, 1.0, 1.0, 0.2, 0.2];[1.0, 1.0, 1.0, 0.2, 0.5, 1.0, 0.5, 1.0, 1.0, 0, 1.0, 0.2, 1.0, 1.0];[4.619575712998874, 0, 6.688545954811415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[4.619575712998874, 0, 6.688545954811415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1.0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1.0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.7703031122873878;1.0;0.9999999999999999;0.9999999999999999;0.4444444444444444;0.4444444444444444
269;main-captions;images;2014;0156;5;['two', 'green', 'and', 'white', 'trains', 'sitting', 'on', 'the', 'tracks'];['two', 'green', 'and', 'white', 'trains', 'are', 'sitting', 'on', 'the', 'train', 'track'];[('two', 'CD'), ('green', 'JJ'), ('and', 'CC'), ('white', 'JJ'), ('trains', 'NNS'), ('sitting', 'VBG'), ('on', 'IN'), ('the', 'DT'), ('tracks', 'NNS')];[('two', 'CD'), ('green', 'JJ'), ('and', 'CC'), ('white', 'JJ'), ('trains', 'NNS'), ('are', 'VBP'), ('sitting', 'VBG'), ('on', 'IN'), ('the', 'DT'), ('train', 'NN'), ('track', 'NN')];[('two', 'CD'), ('green', 'JJ'), ('and', 'CC'), ('white', 'JJ'), ('trains', 'NNS'), ('sitting', 'VBG'), ('on', 'IN'), ('tracks', 'NNS')];[('two', 'CD'), ('green', 'JJ'), ('and', 'CC'), ('white', 'JJ'), ('trains', 'NNS'), ('are', 'VBP'), ('sitting', 'VBG'), ('on', 'IN'), ('train', 'NN'), ('track', 'NN')];['two', 'green', 'and', 'white', 'trains', 'sitting', 'on', 'tracks'];['two', 'green', 'and', 'white', 'trains', 'are', 'sitting', 'on', 'train', 'track'];two green and white trains sitting on tracks;two green and white trains are sitting on train track;['and', 'are', 'green', 'on', 'sitting', 'track', 'tracks', 'train', 'trains', 'two', 'white'];[0, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0];[0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];0.987762965329069;;;;0.7777777777777778;0.8888888888888888
270;main-captions;images;2014;0168;4;['a', 'grey', 'cat', 'lying', 'on', 'a', 'wooden', 'table'];['a', 'grey', 'cat', 'laying', 'on', 'a', 'dining', 'table'];[('a', 'DT'), ('grey', 'JJ'), ('cat', 'NN'), ('lying', 'VBG'), ('on', 'IN'), ('a', 'DT'), ('wooden', 'NN'), ('table', 'NN')];[('a', 'DT'), ('grey', 'JJ'), ('cat', 'NN'), ('laying', 'VBG'), ('on', 'IN'), ('a', 'DT'), ('dining', 'NN'), ('table', 'NN')];[('grey', 'JJ'), ('cat', 'NN'), ('lying', 'VBG'), ('on', 'IN'), ('wooden', 'NN'), ('table', 'NN')];[('grey', 'JJ'), ('cat', 'NN'), ('laying', 'VBG'), ('on', 'IN'), ('dining', 'NN'), ('table', 'NN')];['grey', 'cat', 'lying', 'on', 'wooden', 'table'];['grey', 'cat', 'laying', 'on', 'dining', 'table'];grey cat lying on wooden table;grey cat laying on dining table;['cat', 'dining', 'grey', 'laying', 'lying', 'on', 'table', 'wooden'];[1.0, 0.2, 1.0, 0.25, 1.0, 1.0, 1.0, 1.0];[1.0, 1.0, 1.0, 1.0, 0.3333333333333333, 1.0, 1.0, 0];[0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0];0.7832793231549063;;;;0.6666666666666666;0.6666666666666666
271;main-captions;images;2014;0171;0;['a', 'man', 'sitting', 'in', 'a', 'back', 'yard', 'playing', 'the', 'guitar'];['a', 'man', 'riding', 'on', 'the', 'back', 'of', 'an', 'orange', 'suv'];[('a', 'DT'), ('man', 'NN'), ('sitting', 'VBG'), ('in', 'IN'), ('a', 'DT'), ('back', 'JJ'), ('yard', 'NN'), ('playing', 'VBG'), ('the', 'DT'), ('guitar', 'NN')];[('a', 'DT'), ('man', 'NN'), ('riding', 'VBG'), ('on', 'IN'), ('the', 'DT'), ('back', 'NN'), ('of', 'IN'), ('an', 'DT'), ('orange', 'NN'), ('suv', 'NN')];[('man', 'NN'), ('sitting', 'VBG'), ('in', 'IN'), ('back', 'JJ'), ('yard', 'NN'), ('playing', 'VBG'), ('guitar', 'NN')];[('man', 'NN'), ('riding', 'VBG'), ('on', 'IN'), ('back', 'NN'), ('of', 'IN'), ('orange', 'NN'), ('suv', 'NN')];['man', 'sitting', 'in', 'back', 'yard', 'playing', 'guitar'];['man', 'riding', 'on', 'back', 'of', 'orange', 'suv'];man sitting in back yard playing guitar;man riding on back of orange suv;['back', 'guitar', 'in', 'man', 'of', 'on', 'orange', 'playing', 'riding', 'sitting', 'suv', 'yard'];[1.0, 1.0, 1.0, 1.0, 0, 0, 0.125, 1.0, 1.0, 1.0, 0.1, 1.0];[1.0, 0.16666666666666666, 0.125, 1.0, 0, 1.0, 1.0, 0.5, 1.0, 1.0, 1.0, 0.125];[0, 5.344811208110321, 0, 0, 0, 0, 0, 0, 0, 0, 2.7168977568493577, 9.57891771270758];[0, 2.7168977568493577, 0, 0, 0, 0, 0, 0, 0, 0, 8.48030542403947, 2.7168977568493577];[0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3930379510189902, 1.0];[0, 0.3930379510189902, 0, 0, 0, 0, 0, 0, 0, 0, 1.0, 0.30088755604564105];[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0];0.671327874544883;0.6043734279159487;0.6636774064048686;0.0;0.2857142857142857;0.42857142857142855
272;main-captions;images;2014;0175;3.4;['a', 'father', 'napping', 'in', 'a', 'chair', 'with', 'a', 'baby', 'on', 'his', 'lap'];['man', 'with', 'pink', 'shirt', 'sleeping', 'on', 'chair', 'with', 'infant'];[('a', 'DT'), ('father', 'NN'), ('napping', 'NN'), ('in', 'IN'), ('a', 'DT'), ('chair', 'NN'), ('with', 'IN'), ('a', 'DT'), ('baby', 'NN'), ('on', 'IN'), ('his', 'PRP$'), ('lap', 'NN')];[('man', 'NN'), ('with', 'IN'), ('pink', 'JJ'), ('shirt', 'NN'), ('sleeping', 'VBG'), ('on', 'IN'), ('chair', 'NN'), ('with', 'IN'), ('infant', 'NN')];[('father', 'NN'), ('napping', 'NN'), ('in', 'IN'), ('chair', 'NN'), ('with', 'IN'), ('baby', 'NN'), ('on', 'IN'), ('his', 'PRP$'), ('lap', 'NN')];[('man', 'NN'), ('with', 'IN'), ('pink', 'JJ'), ('shirt', 'NN'), ('sleeping', 'VBG'), ('on', 'IN'), ('chair', 'NN'), ('with', 'IN'), ('infant', 'NN')];['father', 'napping', 'in', 'chair', 'with', 'baby', 'on', 'his', 'lap'];['man', 'with', 'pink', 'shirt', 'sleeping', 'on', 'chair', 'with', 'infant'];father napping in chair with baby on his lap;man with pink shirt sleeping on chair with infant;['baby', 'chair', 'father', 'his', 'in', 'infant', 'lap', 'man', 'napping', 'on', 'pink', 'shirt', 'sleeping', 'with'];[1.0, 1.0, 1.0, 0, 1.0, 1.0, 1.0, 0.3333333333333333, 1.0, 1.0, 0.3333333333333333, 0.16666666666666666, 0.5, 0];[1.0, 1.0, 0.25, 0, 0.125, 1.0, 0.3333333333333333, 1.0, 0.5, 1.0, 1.0, 1.0, 1.0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 7.897159138693853, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 1.0, 0, 0, 0, 0, 0, 0, 0, 0];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0];[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];0.7723735252891667;;;;0.3333333333333333;0.3333333333333333
